"UPC_i","DESCRIP_i","UPC_j","DESCRIP_j","weeks_together"
3000026289,"QUAKER QK N HRTY BRW",3828125077,"DOM QUICK OATS",30
3000026289,"QUAKER QK N HRTY BRW",4240000105,"QUICK MALT O MEAL",30
1112600399,"COCO WHEATS PREPRICE",1313006053,"~MIX N EAT BROWN SUG",29
1313006044,"NABISCO INSTANT BANA",1800063070,"PILS FARINA",29
1313006044,"NABISCO INSTANT BANA",3000001800,"QUAKER INST OATML PE",29
1313006044,"NABISCO INSTANT BANA",3000026288,"QUAKER QK N HEARTY R",29
1313006053,"~MIX N EAT BROWN SUG",3000026289,"QUAKER QK N HRTY BRW",29
1800063070,"PILS FARINA",3000026286,"QUAKER COOKIE BLAST-",29
3000001340,"QUAKER OATMEAL CINNA",3000026289,"QUAKER QK N HRTY BRW",29
3000007060,"QUAKER HOT OAT BRAN",3000026289,"QUAKER QK N HRTY BRW",29
3000026288,"QUAKER QK N HEARTY R",3000026289,"QUAKER QK N HRTY BRW",29
3000026289,"QUAKER QK N HRTY BRW",3828125085,"DOM INSTANT OATMEAL",29
3000026289,"QUAKER QK N HRTY BRW",3828125098,"DOM INSTANT OATMEAL",29
3000026289,"QUAKER QK N HRTY BRW",3828125105,"DOM APPLE & CINNAMON",29
1112600301,"COCO WHEATS",3000001340,"QUAKER OATMEAL CINNA",28
1112600301,"COCO WHEATS",3000001820,"QUAKER INSTANT STRAW",28
1112600328,"COCO WHEATS",3000001580,"QUAKER APPLE CINAMON",28
1112600328,"COCO WHEATS",3000003790,"QUAKER INSTANT GRITS",28
1313000612,"CREAM OF WHEAT QUICK",1313006024,"~INSTANT CREAM OF WH",28
1313000612,"CREAM OF WHEAT QUICK",3000026287,"QUAKER QUICK N HEART",28
1313000622,"CREAM OF WHEAT INSTA",1313006024,"~INSTANT CREAM OF WH",28
1313000622,"CREAM OF WHEAT INSTA",3000026286,"QUAKER COOKIE BLAST-",28
1313006024,"~INSTANT CREAM OF WH",1313006025,"MIX N EAT CREAM OF W",28
1313006024,"~INSTANT CREAM OF WH",1313006035,"~MIX N EAT BROWN SUG",28
1313006024,"~INSTANT CREAM OF WH",1800063070,"PILS FARINA",28
1313006024,"~INSTANT CREAM OF WH",3000001020,"QUAKER OATS REGULAR",28
1313006024,"~INSTANT CREAM OF WH",3000001040,"QUAKER OLD FASHIONED",28
1313006024,"~INSTANT CREAM OF WH",3000001180,"QUICK QUAKER OATS",28
1313006024,"~INSTANT CREAM OF WH",3000001190,"QUAKER INST OATML MP",28
1313006024,"~INSTANT CREAM OF WH",3000001200,"QUICK QUAKER OATS",28
1313006024,"~INSTANT CREAM OF WH",3000001240,"QUAKER INST OATML RS",28
1313006024,"~INSTANT CREAM OF WH",3000001380,"QUAKER INST OATML AP",28
1313006024,"~INSTANT CREAM OF WH",3000001800,"QUAKER INST OATML PE",28
1313006024,"~INSTANT CREAM OF WH",3000007060,"QUAKER HOT OAT BRAN",28
1313006024,"~INSTANT CREAM OF WH",3828125073,"DOM QUICK OATS",28
1313006024,"~INSTANT CREAM OF WH",3828125077,"DOM QUICK OATS",28
1313006025,"MIX N EAT CREAM OF W",3000026287,"QUAKER QUICK N HEART",28
1313006035,"~MIX N EAT BROWN SUG",1313006044,"NABISCO INSTANT BANA",28
1313006035,"~MIX N EAT BROWN SUG",3000026286,"QUAKER COOKIE BLAST-",28
1313006035,"~MIX N EAT BROWN SUG",3000026287,"QUAKER QUICK N HEART",28
1313006035,"~MIX N EAT BROWN SUG",3000026289,"QUAKER QK N HRTY BRW",28
1313006044,"NABISCO INSTANT BANA",3000002620,"$QUAKER KIDS CHOICE",28
1313006044,"NABISCO INSTANT BANA",3000026289,"QUAKER QK N HRTY BRW",28
1313006044,"NABISCO INSTANT BANA",3828125081,"DOM INSTANT OATMEAL",28
1313006053,"~MIX N EAT BROWN SUG",3000026286,"QUAKER COOKIE BLAST-",28
1313006057,"INST CRM OF WHT-VARI",3000026288,"QUAKER QK N HEARTY R",28
1800063070,"PILS FARINA",3000026287,"QUAKER QUICK N HEART",28
1800063070,"PILS FARINA",3000026289,"QUAKER QK N HRTY BRW",28
3000001020,"QUAKER OATS REGULAR",3000026287,"QUAKER QUICK N HEART",28
3000001040,"QUAKER OLD FASHIONED",3000026287,"QUAKER QUICK N HEART",28
3000001180,"QUICK QUAKER OATS",3000026286,"QUAKER COOKIE BLAST-",28
3000001190,"QUAKER INST OATML MP",3000026287,"QUAKER QUICK N HEART",28
3000001200,"QUICK QUAKER OATS",3000026287,"QUAKER QUICK N HEART",28
3000001210,"QUAKER INSTANT OATME",3000026287,"QUAKER QUICK N HEART",28
3000001240,"QUAKER INST OATML RS",3000026287,"QUAKER QUICK N HEART",28
3000001380,"QUAKER INST OATML AP",3000026287,"QUAKER QUICK N HEART",28
3000001460,"QUAKER OAT VARIETY",3000026287,"QUAKER QUICK N HEART",28
3000001760,"QUAKER VRTY INST OAT",3000026287,"QUAKER QUICK N HEART",28
3000001880,"QUAKER FRUIT & CREAM",3000026287,"QUAKER QUICK N HEART",28
3000002190,"KRETSCHMER WHEAT GER",3000026287,"QUAKER QUICK N HEART",28
3000002300,"~KIDS CHOICE STRWBRY",3000002720,"KRETCHMER TOASTED WH",28
3000002620,"$QUAKER KIDS CHOICE",3000026289,"QUAKER QK N HRTY BRW",28
3000004170,"QUAKER Q/W HOMINY GR",3000026287,"QUAKER QUICK N HEART",28
3000026286,"QUAKER COOKIE BLAST-",3000026288,"QUAKER QK N HEARTY R",28
3000026286,"QUAKER COOKIE BLAST-",3828125081,"DOM INSTANT OATMEAL",28
3000026287,"QUAKER QUICK N HEART",3828125073,"DOM QUICK OATS",28
3000026287,"QUAKER QUICK N HEART",3828125077,"DOM QUICK OATS",28
3000026287,"QUAKER QUICK N HEART",3828125085,"DOM INSTANT OATMEAL",28
3000026287,"QUAKER QUICK N HEART",4240000105,"QUICK MALT O MEAL",28
1112600328,"COCO WHEATS",3000026288,"QUAKER QK N HEARTY R",27
1313000602,"NABISCO CREAM OF WHT",3000026288,"QUAKER QK N HEARTY R",27
1313000612,"CREAM OF WHEAT QUICK",7382550020,"FFDS CRAN/OAT HOT CE",27
1313000622,"CREAM OF WHEAT INSTA",1313006044,"NABISCO INSTANT BANA",27
1313006024,"~INSTANT CREAM OF WH",3000001340,"QUAKER OATMEAL CINNA",27
1313006024,"~INSTANT CREAM OF WH",3000001880,"QUAKER FRUIT & CREAM",27
1313006024,"~INSTANT CREAM OF WH",3000004170,"QUAKER Q/W HOMINY GR",27
1313006024,"~INSTANT CREAM OF WH",3828125105,"DOM APPLE & CINNAMON",27
1313006025,"MIX N EAT CREAM OF W",7382550020,"FFDS CRAN/OAT HOT CE",27
1313006031,"CRM OF WHT INST APPL",3000026286,"QUAKER COOKIE BLAST-",27
1313006044,"NABISCO INSTANT BANA",3000001180,"QUICK QUAKER OATS",27
1313006053,"~MIX N EAT BROWN SUG",3000026287,"QUAKER QUICK N HEART",27
1313006058,"~INS CREAM OF WHEAT-",3000001590,"QUAKER OAT CUPS RAIS",27
1313006058,"~INS CREAM OF WHEAT-",6414408037,"MAYPO MAPLE FLAVORED",27
3000001020,"QUAKER OATS REGULAR",7382550020,"FFDS CRAN/OAT HOT CE",27
3000001040,"QUAKER OLD FASHIONED",7382550020,"FFDS CRAN/OAT HOT CE",27
3000001190,"QUAKER INST OATML MP",7382550020,"FFDS CRAN/OAT HOT CE",27
3000001200,"QUICK QUAKER OATS",7382550020,"FFDS CRAN/OAT HOT CE",27
3000001210,"QUAKER INSTANT OATME",7382550020,"FFDS CRAN/OAT HOT CE",27
3000001240,"QUAKER INST OATML RS",7382550020,"FFDS CRAN/OAT HOT CE",27
3000001340,"QUAKER OATMEAL CINNA",3000026287,"QUAKER QUICK N HEART",27
3000001340,"QUAKER OATMEAL CINNA",7382550020,"FFDS CRAN/OAT HOT CE",27
3000001380,"QUAKER INST OATML AP",7382550020,"FFDS CRAN/OAT HOT CE",27
3000001760,"QUAKER VRTY INST OAT",7382550020,"FFDS CRAN/OAT HOT CE",27
3000001800,"QUAKER INST OATML PE",3000026286,"QUAKER COOKIE BLAST-",27
3000001800,"QUAKER INST OATML PE",3000026287,"QUAKER QUICK N HEART",27
3000001800,"QUAKER INST OATML PE",3000026289,"QUAKER QK N HRTY BRW",27
3000001880,"QUAKER FRUIT & CREAM",7382550020,"FFDS CRAN/OAT HOT CE",27
3000002190,"KRETSCHMER WHEAT GER",7382550020,"FFDS CRAN/OAT HOT CE",27
3000002300,"~KIDS CHOICE STRWBRY",3000002390,"~QUAKER MULTIGRAIN",27
3000004170,"QUAKER Q/W HOMINY GR",7382550020,"FFDS CRAN/OAT HOT CE",27
3000007060,"QUAKER HOT OAT BRAN",3000026287,"QUAKER QUICK N HEART",27
3000026287,"QUAKER QUICK N HEART",3828125098,"DOM INSTANT OATMEAL",27
3000026287,"QUAKER QUICK N HEART",3828125105,"DOM APPLE & CINNAMON",27
3000026289,"QUAKER QK N HRTY BRW",3828125081,"DOM INSTANT OATMEAL",27
3828125073,"DOM QUICK OATS",7382550020,"FFDS CRAN/OAT HOT CE",27
3828125077,"DOM QUICK OATS",7382550020,"FFDS CRAN/OAT HOT CE",27
1112600399,"COCO WHEATS PREPRICE",3000001590,"QUAKER OAT CUPS RAIS",26
1313000622,"CREAM OF WHEAT INSTA",3000026287,"QUAKER QUICK N HEART",26
1313000622,"CREAM OF WHEAT INSTA",3000026289,"QUAKER QK N HRTY BRW",26
1313000698,"NABISCO CREAM OF RIC",1313006044,"NABISCO INSTANT BANA",26
1313000698,"NABISCO CREAM OF RIC",3000026286,"QUAKER COOKIE BLAST-",26
1313006024,"~INSTANT CREAM OF WH",3000001210,"QUAKER INSTANT OATME",26
1313006024,"~INSTANT CREAM OF WH",3000004760,"QUAKER INSTANT GRITS",26
1313006031,"CRM OF WHT INST APPL",1313006044,"NABISCO INSTANT BANA",26
1313006044,"NABISCO INSTANT BANA",3000026287,"QUAKER QUICK N HEART",26
3000001180,"QUICK QUAKER OATS",3000026287,"QUAKER QUICK N HEART",26
3000001180,"QUICK QUAKER OATS",3000026289,"QUAKER QK N HRTY BRW",26
3000001460,"QUAKER OAT VARIETY",7382550020,"FFDS CRAN/OAT HOT CE",26
3000002300,"~KIDS CHOICE STRWBRY",3828125105,"DOM APPLE & CINNAMON",26
3000002350,"KRETCHMER HONEY WHT",3000026288,"QUAKER QK N HEARTY R",26
3000002620,"$QUAKER KIDS CHOICE",3000026286,"QUAKER COOKIE BLAST-",26
3000007060,"QUAKER HOT OAT BRAN",7382550020,"FFDS CRAN/OAT HOT CE",26
3000026287,"QUAKER QUICK N HEART",3000026288,"QUAKER QK N HEARTY R",26
3000026287,"QUAKER QUICK N HEART",3000026289,"QUAKER QK N HRTY BRW",26
3000026288,"QUAKER QK N HEARTY R",7382550020,"FFDS CRAN/OAT HOT CE",26
3828125085,"DOM INSTANT OATMEAL",7382550020,"FFDS CRAN/OAT HOT CE",26
3828125098,"DOM INSTANT OATMEAL",7382550020,"FFDS CRAN/OAT HOT CE",26
3828125105,"DOM APPLE & CINNAMON",7382550020,"FFDS CRAN/OAT HOT CE",26
4240000105,"QUICK MALT O MEAL",7382550020,"FFDS CRAN/OAT HOT CE",26
1313000612,"CREAM OF WHEAT QUICK",7382550022,"FANTASTIC FOODS BANA",25
1313000698,"NABISCO CREAM OF RIC",3000026289,"QUAKER QK N HRTY BRW",25
1313006024,"~INSTANT CREAM OF WH",1313006031,"CRM OF WHT INST APPL",25
1313006024,"~INSTANT CREAM OF WH",3000001460,"QUAKER OAT VARIETY",25
1313006024,"~INSTANT CREAM OF WH",3000002190,"KRETSCHMER WHEAT GER",25
1313006025,"MIX N EAT CREAM OF W",7382550022,"FANTASTIC FOODS BANA",25
1313006031,"CRM OF WHT INST APPL",3000026289,"QUAKER QK N HRTY BRW",25
1313006044,"NABISCO INSTANT BANA",1313006057,"INST CRM OF WHT-VARI",25
1313006053,"~MIX N EAT BROWN SUG",7382550020,"FFDS CRAN/OAT HOT CE",25
1313006057,"INST CRM OF WHT-VARI",3000026289,"QUAKER QK N HRTY BRW",25
1800063070,"PILS FARINA",7382550020,"FFDS CRAN/OAT HOT CE",25
3000001020,"QUAKER OATS REGULAR",7382550022,"FANTASTIC FOODS BANA",25
3000001040,"QUAKER OLD FASHIONED",7382550022,"FANTASTIC FOODS BANA",25
3000001190,"QUAKER INST OATML MP",7382550022,"FANTASTIC FOODS BANA",25
3000001200,"QUICK QUAKER OATS",7382550022,"FANTASTIC FOODS BANA",25
3000001210,"QUAKER INSTANT OATME",7382550022,"FANTASTIC FOODS BANA",25
3000001240,"QUAKER INST OATML RS",7382550022,"FANTASTIC FOODS BANA",25
3000001340,"QUAKER OATMEAL CINNA",7382550022,"FANTASTIC FOODS BANA",25
3000001380,"QUAKER INST OATML AP",7382550022,"FANTASTIC FOODS BANA",25
3000001760,"QUAKER VRTY INST OAT",7382550022,"FANTASTIC FOODS BANA",25
3000001880,"QUAKER FRUIT & CREAM",7382550022,"FANTASTIC FOODS BANA",25
3000002190,"KRETSCHMER WHEAT GER",7382550022,"FANTASTIC FOODS BANA",25
3000002620,"$QUAKER KIDS CHOICE",3000026287,"QUAKER QUICK N HEART",25
3000002620,"$QUAKER KIDS CHOICE",7382550020,"FFDS CRAN/OAT HOT CE",25
3000004170,"QUAKER Q/W HOMINY GR",7382550022,"FANTASTIC FOODS BANA",25
3000026287,"QUAKER QUICK N HEART",3828125081,"DOM INSTANT OATMEAL",25
3828125073,"DOM QUICK OATS",7382550022,"FANTASTIC FOODS BANA",25
3828125077,"DOM QUICK OATS",7382550022,"FANTASTIC FOODS BANA",25
1112600301,"COCO WHEATS",1313006058,"~INS CREAM OF WHEAT-",24
1112600301,"COCO WHEATS",3000001580,"QUAKER APPLE CINAMON",24
1112600301,"COCO WHEATS",3000001700,"QUAKER MAPLE BR SGR",24
1112600328,"COCO WHEATS",1313006044,"NABISCO INSTANT BANA",24
1112600328,"COCO WHEATS",3000026286,"QUAKER COOKIE BLAST-",24
1112600328,"COCO WHEATS",3000026289,"QUAKER QK N HRTY BRW",24
1112600328,"COCO WHEATS",7382550020,"FFDS CRAN/OAT HOT CE",24
1313000602,"NABISCO CREAM OF WHT",1313006044,"NABISCO INSTANT BANA",24
1313000698,"NABISCO CREAM OF RIC",3000026287,"QUAKER QUICK N HEART",24
1313006024,"~INSTANT CREAM OF WH",3000001760,"QUAKER VRTY INST OAT",24
1313006024,"~INSTANT CREAM OF WH",3000001820,"QUAKER INSTANT STRAW",24
1313006024,"~INSTANT CREAM OF WH",3000002620,"$QUAKER KIDS CHOICE",24
1313006024,"~INSTANT CREAM OF WH",3828125081,"DOM INSTANT OATMEAL",24
1313006024,"~INSTANT CREAM OF WH",3828125085,"DOM INSTANT OATMEAL",24
1313006024,"~INSTANT CREAM OF WH",3828125098,"DOM INSTANT OATMEAL",24
1313006035,"~MIX N EAT BROWN SUG",7382550020,"FFDS CRAN/OAT HOT CE",24
1313006053,"~MIX N EAT BROWN SUG",7382550022,"FANTASTIC FOODS BANA",24
3000001180,"QUICK QUAKER OATS",7382550020,"FFDS CRAN/OAT HOT CE",24
3000001460,"QUAKER OAT VARIETY",7382550022,"FANTASTIC FOODS BANA",24
3000001590,"QUAKER OAT CUPS RAIS",6414408037,"MAYPO MAPLE FLAVORED",24
3000007060,"QUAKER HOT OAT BRAN",7382550022,"FANTASTIC FOODS BANA",24
3000026288,"QUAKER QK N HEARTY R",7382550022,"FANTASTIC FOODS BANA",24
3828125081,"DOM INSTANT OATMEAL",7382550020,"FFDS CRAN/OAT HOT CE",24
3828125085,"DOM INSTANT OATMEAL",7382550022,"FANTASTIC FOODS BANA",24
3828125098,"DOM INSTANT OATMEAL",7382550022,"FANTASTIC FOODS BANA",24
3828125105,"DOM APPLE & CINNAMON",7382550022,"FANTASTIC FOODS BANA",24
4240000105,"QUICK MALT O MEAL",7382550022,"FANTASTIC FOODS BANA",24
1313000602,"NABISCO CREAM OF WHT",3000026286,"QUAKER COOKIE BLAST-",23
1313000622,"CREAM OF WHEAT INSTA",7382550020,"FFDS CRAN/OAT HOT CE",23
1313000698,"NABISCO CREAM OF RIC",7382550020,"FFDS CRAN/OAT HOT CE",23
1313006031,"CRM OF WHT INST APPL",3000026287,"QUAKER QUICK N HEART",23
1313006035,"~MIX N EAT BROWN SUG",7382550022,"FANTASTIC FOODS BANA",23
1313006044,"NABISCO INSTANT BANA",3000026286,"QUAKER COOKIE BLAST-",23
1313006057,"INST CRM OF WHT-VARI",3000026286,"QUAKER COOKIE BLAST-",23
1800063070,"PILS FARINA",7382550022,"FANTASTIC FOODS BANA",23
3000001800,"QUAKER INST OATML PE",7382550020,"FFDS CRAN/OAT HOT CE",23
3000002350,"KRETCHMER HONEY WHT",3000026287,"QUAKER QUICK N HEART",23
3000026289,"QUAKER QK N HRTY BRW",7382550020,"FFDS CRAN/OAT HOT CE",23
7382550020,"FFDS CRAN/OAT HOT CE",7382550022,"FANTASTIC FOODS BANA",23
1112600301,"COCO WHEATS",3000001000,"QUAKER VARIETY OATCU",22
1112600328,"COCO WHEATS",1313006058,"~INS CREAM OF WHEAT-",22
1112600328,"COCO WHEATS",3000026287,"QUAKER QUICK N HEART",22
1313000602,"NABISCO CREAM OF WHT",3000026289,"QUAKER QK N HRTY BRW",22
1313000698,"NABISCO CREAM OF RIC",1313006024,"~INSTANT CREAM OF WH",22
1313000698,"NABISCO CREAM OF RIC",7382550022,"FANTASTIC FOODS BANA",22
1313006024,"~INSTANT CREAM OF WH",1313006057,"INST CRM OF WHT-VARI",22
1313006031,"CRM OF WHT INST APPL",7382550020,"FFDS CRAN/OAT HOT CE",22
1313006044,"NABISCO INSTANT BANA",3000002350,"KRETCHMER HONEY WHT",22
1313006044,"NABISCO INSTANT BANA",7382550020,"FFDS CRAN/OAT HOT CE",22
1313006057,"INST CRM OF WHT-VARI",3000026287,"QUAKER QUICK N HEART",22
1313006057,"INST CRM OF WHT-VARI",7382550020,"FFDS CRAN/OAT HOT CE",22
3000001180,"QUICK QUAKER OATS",7382550022,"FANTASTIC FOODS BANA",22
3000001800,"QUAKER INST OATML PE",7382550022,"FANTASTIC FOODS BANA",22
3000002350,"KRETCHMER HONEY WHT",3000026286,"QUAKER COOKIE BLAST-",22
3000002620,"$QUAKER KIDS CHOICE",7382550022,"FANTASTIC FOODS BANA",22
3000026286,"QUAKER COOKIE BLAST-",3000026289,"QUAKER QK N HRTY BRW",22
3000026286,"QUAKER COOKIE BLAST-",7382550020,"FFDS CRAN/OAT HOT CE",22
3000026289,"QUAKER QK N HRTY BRW",7382550022,"FANTASTIC FOODS BANA",22
3828125081,"DOM INSTANT OATMEAL",7382550022,"FANTASTIC FOODS BANA",22
1112600399,"COCO WHEATS PREPRICE",6414408037,"MAYPO MAPLE FLAVORED",21
1313000602,"NABISCO CREAM OF WHT",1800063061,"~PILLS FARINA APPLES",21
1313000612,"CREAM OF WHEAT QUICK",1800063061,"~PILLS FARINA APPLES",21
1313000622,"CREAM OF WHEAT INSTA",1800063061,"~PILLS FARINA APPLES",21
1313000622,"CREAM OF WHEAT INSTA",7382550022,"FANTASTIC FOODS BANA",21
1313006025,"MIX N EAT CREAM OF W",1800063061,"~PILLS FARINA APPLES",21
1313006035,"~MIX N EAT BROWN SUG",1800063061,"~PILLS FARINA APPLES",21
1313006044,"NABISCO INSTANT BANA",7382550022,"FANTASTIC FOODS BANA",21
1313006057,"INST CRM OF WHT-VARI",1800063061,"~PILLS FARINA APPLES",21
1800063061,"~PILLS FARINA APPLES",1800063070,"PILS FARINA",21
1800063061,"~PILLS FARINA APPLES",3000001020,"QUAKER OATS REGULAR",21
1800063061,"~PILLS FARINA APPLES",3000001040,"QUAKER OLD FASHIONED",21
1800063061,"~PILLS FARINA APPLES",3000001180,"QUICK QUAKER OATS",21
1800063061,"~PILLS FARINA APPLES",3000001200,"QUICK QUAKER OATS",21
1800063061,"~PILLS FARINA APPLES",3000001210,"QUAKER INSTANT OATME",21
1800063061,"~PILLS FARINA APPLES",3000001240,"QUAKER INST OATML RS",21
1800063061,"~PILLS FARINA APPLES",3000001340,"QUAKER OATMEAL CINNA",21
1800063061,"~PILLS FARINA APPLES",3000001380,"QUAKER INST OATML AP",21
1800063061,"~PILLS FARINA APPLES",3000001460,"QUAKER OAT VARIETY",21
1800063061,"~PILLS FARINA APPLES",3000001800,"QUAKER INST OATML PE",21
1800063061,"~PILLS FARINA APPLES",3000001820,"QUAKER INSTANT STRAW",21
1800063061,"~PILLS FARINA APPLES",3000001880,"QUAKER FRUIT & CREAM",21
1800063061,"~PILLS FARINA APPLES",3000002190,"KRETSCHMER WHEAT GER",21
1800063061,"~PILLS FARINA APPLES",3000002390,"~QUAKER MULTIGRAIN",21
1800063061,"~PILLS FARINA APPLES",3000004170,"QUAKER Q/W HOMINY GR",21
1800063061,"~PILLS FARINA APPLES",3000004760,"QUAKER INSTANT GRITS",21
1800063061,"~PILLS FARINA APPLES",3000007060,"QUAKER HOT OAT BRAN",21
1800063061,"~PILLS FARINA APPLES",3828125073,"DOM QUICK OATS",21
1800063061,"~PILLS FARINA APPLES",3828125077,"DOM QUICK OATS",21
1800063061,"~PILLS FARINA APPLES",3828125081,"DOM INSTANT OATMEAL",21
1800063061,"~PILLS FARINA APPLES",3828125085,"DOM INSTANT OATMEAL",21
1800063061,"~PILLS FARINA APPLES",3828125098,"DOM INSTANT OATMEAL",21
3000002350,"KRETCHMER HONEY WHT",3000026289,"QUAKER QK N HRTY BRW",21
1112600328,"COCO WHEATS",7382550022,"FANTASTIC FOODS BANA",20
1313000602,"NABISCO CREAM OF WHT",3000026287,"QUAKER QUICK N HEART",20
1313006024,"~INSTANT CREAM OF WH",1313006053,"~MIX N EAT BROWN SUG",20
1313006031,"CRM OF WHT INST APPL",7382550022,"FANTASTIC FOODS BANA",20
1313006057,"INST CRM OF WHT-VARI",7382550022,"FANTASTIC FOODS BANA",20
1800063061,"~PILLS FARINA APPLES",4240000105,"QUICK MALT O MEAL",20
3000001580,"QUAKER APPLE CINAMON",3000002620,"$QUAKER KIDS CHOICE",20
3000002390,"~QUAKER MULTIGRAIN",3000003790,"QUAKER INSTANT GRITS",20
3000026286,"QUAKER COOKIE BLAST-",3000026287,"QUAKER QUICK N HEART",20
3000026286,"QUAKER COOKIE BLAST-",7382550022,"FANTASTIC FOODS BANA",20
1313000602,"NABISCO CREAM OF WHT",7382550020,"FFDS CRAN/OAT HOT CE",19
1313000602,"NABISCO CREAM OF WHT",7382550022,"FANTASTIC FOODS BANA",19
1313000612,"CREAM OF WHEAT QUICK",1313006050,"~CRM OF WHT INST GRA",19
1313000622,"CREAM OF WHEAT INSTA",1313006050,"~CRM OF WHT INST GRA",19
1313006024,"~INSTANT CREAM OF WH",3000001570,"~QUAKER MAPLE OATMEA",19
1313006025,"MIX N EAT CREAM OF W",1313006050,"~CRM OF WHT INST GRA",19
1313006050,"~CRM OF WHT INST GRA",1800063070,"PILS FARINA",19
1313006050,"~CRM OF WHT INST GRA",3000001020,"QUAKER OATS REGULAR",19
1313006050,"~CRM OF WHT INST GRA",3000001040,"QUAKER OLD FASHIONED",19
1313006050,"~CRM OF WHT INST GRA",3000001180,"QUICK QUAKER OATS",19
1313006050,"~CRM OF WHT INST GRA",3000001190,"QUAKER INST OATML MP",19
1313006050,"~CRM OF WHT INST GRA",3000001200,"QUICK QUAKER OATS",19
1313006050,"~CRM OF WHT INST GRA",3000001210,"QUAKER INSTANT OATME",19
1313006050,"~CRM OF WHT INST GRA",3000001240,"QUAKER INST OATML RS",19
1313006050,"~CRM OF WHT INST GRA",3000001380,"QUAKER INST OATML AP",19
1313006050,"~CRM OF WHT INST GRA",3000001460,"QUAKER OAT VARIETY",19
1313006050,"~CRM OF WHT INST GRA",3000001800,"QUAKER INST OATML PE",19
1313006050,"~CRM OF WHT INST GRA",3000002190,"KRETSCHMER WHEAT GER",19
1313006050,"~CRM OF WHT INST GRA",3000004170,"QUAKER Q/W HOMINY GR",19
1313006050,"~CRM OF WHT INST GRA",3000004760,"QUAKER INSTANT GRITS",19
1313006050,"~CRM OF WHT INST GRA",3000007060,"QUAKER HOT OAT BRAN",19
1313006050,"~CRM OF WHT INST GRA",3828125077,"DOM QUICK OATS",19
1800063061,"~PILLS FARINA APPLES",3000002350,"KRETCHMER HONEY WHT",19
3000002350,"KRETCHMER HONEY WHT",7382550020,"FFDS CRAN/OAT HOT CE",19
3000026287,"QUAKER QUICK N HEART",7382550020,"FFDS CRAN/OAT HOT CE",19
3000026287,"QUAKER QUICK N HEART",7382550022,"FANTASTIC FOODS BANA",19
1313006024,"~INSTANT CREAM OF WH",4240000105,"QUICK MALT O MEAL",18
1313006035,"~MIX N EAT BROWN SUG",1313006050,"~CRM OF WHT INST GRA",18
1313006050,"~CRM OF WHT INST GRA",3000001340,"QUAKER OATMEAL CINNA",18
1313006050,"~CRM OF WHT INST GRA",3000001820,"QUAKER INSTANT STRAW",18
1313006050,"~CRM OF WHT INST GRA",3000001880,"QUAKER FRUIT & CREAM",18
1313006050,"~CRM OF WHT INST GRA",3828125073,"DOM QUICK OATS",18
1800063061,"~PILLS FARINA APPLES",3000001190,"QUAKER INST OATML MP",18
1800063061,"~PILLS FARINA APPLES",3000002720,"KRETCHMER TOASTED WH",18
1313000602,"NABISCO CREAM OF WHT",1313006024,"~INSTANT CREAM OF WH",17
1313000602,"NABISCO CREAM OF WHT",3000002360,"QUAKER OATS PLUS FIB",17
1313000612,"CREAM OF WHEAT QUICK",3000002360,"QUAKER OATS PLUS FIB",17
1313000622,"CREAM OF WHEAT INSTA",3000002360,"QUAKER OATS PLUS FIB",17
1313000698,"NABISCO CREAM OF RIC",1313006050,"~CRM OF WHT INST GRA",17
1313000698,"NABISCO CREAM OF RIC",3000002360,"QUAKER OATS PLUS FIB",17
1313006025,"MIX N EAT CREAM OF W",3000002360,"QUAKER OATS PLUS FIB",17
1313006050,"~CRM OF WHT INST GRA",1313006057,"INST CRM OF WHT-VARI",17
1313006050,"~CRM OF WHT INST GRA",4240000105,"QUICK MALT O MEAL",17
1800063061,"~PILLS FARINA APPLES",3000001760,"QUAKER VRTY INST OAT",17
1800063061,"~PILLS FARINA APPLES",3000002620,"$QUAKER KIDS CHOICE",17
1800063070,"PILS FARINA",3000002360,"QUAKER OATS PLUS FIB",17
3000001020,"QUAKER OATS REGULAR",3000002360,"QUAKER OATS PLUS FIB",17
3000001040,"QUAKER OLD FASHIONED",3000002360,"QUAKER OATS PLUS FIB",17
3000001180,"QUICK QUAKER OATS",3000002360,"QUAKER OATS PLUS FIB",17
3000001190,"QUAKER INST OATML MP",3000002360,"QUAKER OATS PLUS FIB",17
3000001200,"QUICK QUAKER OATS",3000002360,"QUAKER OATS PLUS FIB",17
3000001210,"QUAKER INSTANT OATME",3000002360,"QUAKER OATS PLUS FIB",17
3000001240,"QUAKER INST OATML RS",3000002360,"QUAKER OATS PLUS FIB",17
3000001340,"QUAKER OATMEAL CINNA",3000002360,"QUAKER OATS PLUS FIB",17
3000001380,"QUAKER INST OATML AP",3000002360,"QUAKER OATS PLUS FIB",17
3000001460,"QUAKER OAT VARIETY",3000002360,"QUAKER OATS PLUS FIB",17
3000001570,"~QUAKER MAPLE OATMEA",3000002360,"QUAKER OATS PLUS FIB",17
3000001590,"QUAKER OAT CUPS RAIS",3000002390,"~QUAKER MULTIGRAIN",17
3000001820,"QUAKER INSTANT STRAW",3000002360,"QUAKER OATS PLUS FIB",17
3000001820,"QUAKER INSTANT STRAW",3000026288,"QUAKER QK N HEARTY R",17
3000001880,"QUAKER FRUIT & CREAM",3000002360,"QUAKER OATS PLUS FIB",17
