"category","STORE","n_weeks","n_menus","n_upcs","n_effective_upc","n_upcs_always","n_upcs_95pct","n_menus_nitem","n_nitems","n_nitems_always","n_nitems_95pct"
"Oat",53,305,23,76,24,31,31,21,74,31,31
"Oat",54,305,34,84,36,29,29,32,82,29,29
"Oat",56,305,27,77,29,28,28,26,75,28,28
"Oat",59,305,24,85,28,30,30,24,83,30,30
"Oat",62,305,25,80,31,29,29,25,78,29,29
"Oat",64,277,18,64,24,28,28,17,62,28,28
"Oat",67,305,30,84,34,29,29,29,82,29,29
"Oat",68,305,25,80,26,32,32,25,78,31,31
"Oat",70,305,29,88,30,30,31,27,86,30,30
"Oat",71,305,27,82,29,31,32,26,80,31,31
"Oat",72,305,29,76,31,30,31,28,74,29,30
"Oat",73,304,33,90,34,32,33,33,88,31,32
"Oat",74,305,29,89,30,33,33,29,87,32,32
"Oat",75,305,28,85,27,32,32,28,83,31,31
"Oat",76,305,31,84,30,30,32,31,82,29,31
"Oat",77,305,24,81,27,30,30,24,79,29,29
"Oat",78,305,29,80,31,29,29,27,78,29,29
"Oat",80,305,26,81,27,31,31,26,79,30,30
"Oat",81,305,26,80,30,29,29,25,78,29,29
"Oat",83,305,33,91,34,29,29,32,89,29,29
"Oat",84,304,25,85,29,30,30,25,83,29,29
"Oat",86,305,25,79,30,29,29,25,77,29,29
"Oat",88,304,29,78,30,29,29,28,76,28,28
"Oat",89,305,29,83,32,29,29,29,81,28,28
"Oat",90,305,33,88,38,29,29,32,86,29,29
"Oat",91,304,36,89,37,31,31,36,87,30,30
"Oat",92,305,30,85,33,34,34,30,83,33,33
"Oat",93,305,28,85,30,29,29,27,83,29,29
"Oat",94,305,28,82,29,31,32,27,80,30,31
"Oat",95,305,33,79,36,0,29,33,77,1,29
"Oat",97,231,15,70,19,35,35,15,68,34,34
"Oat",98,305,31,88,33,33,34,31,86,32,33
"Oat",100,305,26,88,31,33,33,26,86,32,32
"Oat",101,305,27,88,29,30,30,27,86,29,29
"Oat",102,305,30,87,33,29,31,28,85,29,31
"Oat",103,305,32,84,34,31,32,30,82,31,31
"Oat",104,305,30,86,33,29,29,29,84,29,29
"Oat",105,305,31,93,35,32,32,29,90,32,32
"Oat",106,305,25,91,28,35,35,25,89,34,34
"Oat",107,305,26,87,30,31,32,25,85,31,31
"Oat",109,305,29,86,30,33,33,29,84,32,32
"Oat",110,304,30,87,33,31,31,28,85,31,31
"Oat",111,305,30,84,30,33,33,29,81,32,32
"Oat",112,305,27,87,30,32,32,27,85,31,31
"Oat",113,305,33,89,34,30,31,33,87,29,30
"Oat",114,305,31,89,35,30,31,31,87,30,30
"Oat",115,305,25,89,30,33,33,25,87,32,32
"Oat",116,305,25,83,30,31,31,24,81,31,31
"Oat",117,305,24,71,26,29,31,23,69,29,30
"Oat",118,277,21,67,24,28,30,19,65,30,30
"Oat",119,305,26,77,29,30,30,26,75,29,29
"Oat",121,305,29,86,31,29,29,28,84,29,29
"Oat",122,305,30,90,32,31,31,29,88,30,30
"Oat",123,305,32,88,34,30,30,31,86,30,30
"Oat",124,305,29,90,32,31,31,28,87,30,30
"Oat",126,305,34,92,35,33,34,34,90,32,33
"Oat",128,305,29,82,31,31,31,29,80,30,30
"Oat",129,305,27,87,30,30,30,27,85,29,29
"Oat",130,305,29,87,34,32,32,28,84,31,31
"Oat",131,305,28,88,32,32,32,28,86,31,31
"Oat",132,305,37,93,38,32,32,36,90,31,31
"Oat",133,305,21,74,23,30,30,20,72,29,29
"Oat",134,305,27,90,28,34,34,27,88,33,33
"Oat",135,46,5,50,5,41,41,5,49,40,40
"Oat",136,305,24,76,26,34,34,24,74,33,33
"Oat",137,305,27,87,31,35,35,27,85,35,35
"Oat",139,242,24,72,27,27,27,22,70,29,29
"Oat",140,36,3,49,3,38,38,3,48,38,38
"Oat",141,32,1,48,1,48,48,1,47,47,47
"Oat",142,36,2,48,2,40,40,2,47,39,39
"Oat",143,42,2,49,2,45,45,2,48,44,44
"Oat",144,42,2,49,2,45,45,2,48,44,44
"Oat",146,28,1,48,1,48,48,1,47,47,47
"PaperTowels",2,381,57,147,75,8,9,50,87,11,12
"PaperTowels",5,384,51,126,63,8,8,43,77,11,11
"PaperTowels",8,384,55,149,74,8,8,48,88,11,11
"PaperTowels",9,381,57,130,73,8,8,47,80,11,11
"PaperTowels",12,383,56,132,71,8,9,48,80,12,12
"PaperTowels",14,383,57,146,73,8,8,47,83,11,11
"PaperTowels",18,380,49,134,68,9,9,44,82,12,12
"PaperTowels",21,385,52,132,66,8,8,47,81,11,11
"PaperTowels",28,384,55,146,72,8,8,48,85,11,11
"PaperTowels",32,378,59,149,74,8,8,50,86,11,11
"PaperTowels",33,384,55,126,67,9,9,49,80,12,12
"PaperTowels",40,375,57,148,74,8,8,53,85,11,11
"PaperTowels",44,380,59,136,69,8,8,50,84,11,11
"PaperTowels",45,359,37,115,58,12,13,32,61,15,15
"PaperTowels",47,379,54,147,72,8,8,49,84,11,11
"PaperTowels",48,384,49,120,61,8,8,45,76,11,11
"PaperTowels",49,355,36,83,49,13,13,31,59,15,15
"PaperTowels",50,269,31,78,42,13,18,29,56,15,20
"PaperTowels",51,373,56,132,68,9,9,50,82,12,12
"PaperTowels",52,382,55,137,67,9,10,49,86,12,12
"PaperTowels",53,386,51,125,68,8,8,45,81,11,11
"PaperTowels",54,385,51,136,67,8,8,46,83,12,12
"PaperTowels",56,385,57,149,72,8,8,50,85,11,11
"PaperTowels",59,383,55,135,68,8,8,48,84,11,11
"PaperTowels",62,387,55,146,73,8,8,49,84,11,11
"PaperTowels",64,345,39,101,49,14,14,36,60,16,16
"PaperTowels",67,369,52,135,73,9,9,44,84,12,12
"PaperTowels",68,382,53,115,67,8,8,47,83,11,11
"PaperTowels",70,381,55,136,73,7,8,46,84,11,11
"PaperTowels",71,383,56,135,67,7,8,51,87,12,12
"PaperTowels",72,386,57,147,74,8,8,51,84,11,11
"PaperTowels",73,385,57,127,69,9,9,50,84,12,12
"PaperTowels",74,384,56,139,73,8,8,53,86,11,11
"PaperTowels",75,382,49,134,65,8,8,42,83,12,12
"PaperTowels",76,387,58,132,68,7,8,51,82,11,11
"PaperTowels",77,387,55,138,68,7,8,47,85,12,12
"PaperTowels",78,386,59,146,79,8,8,52,87,11,11
"PaperTowels",80,386,53,144,71,8,8,49,87,11,11
"PaperTowels",81,382,52,137,72,9,9,44,84,12,12
"PaperTowels",83,387,47,149,72,9,9,44,85,12,12
"PaperTowels",84,386,57,144,72,8,8,54,86,11,12
"PaperTowels",86,384,56,137,72,8,8,49,86,11,11
"PaperTowels",88,383,55,148,81,8,8,47,85,12,12
"PaperTowels",89,380,56,129,66,9,9,50,84,12,12
"PaperTowels",90,384,56,134,71,8,8,47,83,11,11
"PaperTowels",91,385,55,133,72,8,8,49,82,11,11
"PaperTowels",92,382,45,109,61,8,8,39,81,11,11
"PaperTowels",93,372,53,132,70,8,8,44,83,11,11
"PaperTowels",94,378,59,137,69,8,8,48,84,11,11
"PaperTowels",95,381,58,134,74,0,8,49,84,2,11
"PaperTowels",97,315,28,87,39,15,15,25,54,16,16
"PaperTowels",98,381,59,125,68,9,10,52,84,12,12
"PaperTowels",100,378,55,137,67,9,9,48,84,12,12
"PaperTowels",101,387,57,149,69,8,8,47,87,11,11
"PaperTowels",102,379,58,134,70,8,9,51,83,11,11
"PaperTowels",103,384,52,131,68,8,8,45,82,11,11
"PaperTowels",104,377,55,144,77,8,8,46,81,11,11
"PaperTowels",105,383,54,129,72,7,8,49,80,11,11
"PaperTowels",106,380,59,134,73,8,8,50,84,11,11
"PaperTowels",107,380,54,139,69,8,8,50,83,11,11
"PaperTowels",109,382,53,150,75,8,8,48,87,11,11
"PaperTowels",110,380,57,133,71,9,9,49,82,12,12
"PaperTowels",111,387,51,131,69,8,8,45,81,11,11
"PaperTowels",112,384,56,135,70,9,9,48,85,11,11
"PaperTowels",113,383,58,149,81,8,8,46,85,11,11
"PaperTowels",114,383,58,148,77,8,8,48,84,11,11
"PaperTowels",115,383,54,143,73,8,8,48,85,11,11
"PaperTowels",116,381,54,134,71,8,8,46,84,11,11
"PaperTowels",117,380,49,122,65,8,8,46,73,11,11
"PaperTowels",118,355,31,94,42,13,13,29,58,15,15
"PaperTowels",119,382,58,136,76,8,8,52,84,11,11
"PaperTowels",121,384,60,149,75,8,9,52,84,11,11
"PaperTowels",122,384,56,137,71,8,9,47,84,11,11
"PaperTowels",123,379,57,150,74,8,8,48,86,12,12
"PaperTowels",124,374,57,134,72,8,8,45,83,12,12
"PaperTowels",126,380,54,151,71,9,9,46,87,12,12
"PaperTowels",128,381,59,137,72,8,8,51,84,11,11
"PaperTowels",129,361,52,150,75,8,8,48,88,11,11
"PaperTowels",130,346,49,114,63,8,9,44,80,12,12
"PaperTowels",131,379,56,149,74,8,8,50,86,11,11
"PaperTowels",132,385,59,137,78,8,9,53,85,12,12
"PaperTowels",133,315,49,123,58,10,10,44,79,13,13
"PaperTowels",134,322,54,138,71,9,9,47,82,13,13
"PaperTowels",135,44,7,42,7,29,29,6,39,29,29
"PaperTowels",136,315,47,121,54,10,11,41,77,14,14
"PaperTowels",137,328,52,127,67,10,10,44,80,13,13
"PaperTowels",139,234,37,119,48,13,14,31,75,16,17
"PaperTowels",140,36,6,37,6,28,28,6,34,28,28
"PaperTowels",141,32,3,36,3,31,31,3,34,31,31
"PaperTowels",142,36,3,35,3,30,30,3,33,30,30
"PaperTowels",143,40,5,39,5,31,31,4,36,31,31
"PaperTowels",144,40,5,42,5,30,30,4,39,30,30
"PaperTowels",146,28,4,34,4,30,30,3,32,30,30
"Shampoos",2,215,66,1250,184,201,214,57,827,229,235
"Shampoos",5,215,53,1384,139,246,256,45,902,267,271
"Shampoos",8,215,71,2163,239,241,251,66,1564,268,279
"Shampoos",9,215,63,1822,180,244,257,59,1275,273,287
"Shampoos",12,215,64,1652,196,254,262,58,1125,276,283
"Shampoos",14,215,64,1366,184,233,247,55,890,247,252
"Shampoos",18,215,63,1429,200,224,231,58,957,243,251
"Shampoos",21,215,64,1462,183,238,245,54,984,251,260
"Shampoos",28,215,66,1259,181,206,213,55,835,230,233
"Shampoos",32,215,62,1398,167,229,236,56,889,240,244
"Shampoos",33,215,63,940,179,138,141,59,634,148,152
"Shampoos",40,215,67,1313,186,215,221,57,851,238,243
"Shampoos",44,215,64,1288,167,207,212,53,845,234,239
"Shampoos",45,188,38,1007,89,263,266,33,696,287,288
"Shampoos",47,215,65,1417,181,204,221,57,965,223,233
"Shampoos",48,215,54,1174,155,210,218,44,769,239,245
"Shampoos",49,188,44,976,100,237,241,37,654,263,265
"Shampoos",50,145,20,737,40,222,286,14,507,230,289
"Shampoos",51,215,63,1424,199,226,234,56,956,244,249
"Shampoos",52,215,65,1602,182,237,246,62,1115,269,276
"Shampoos",53,215,65,1257,199,166,178,59,866,192,204
"Shampoos",54,215,68,1316,190,214,219,61,868,232,237
"Shampoos",56,215,66,1382,175,223,231,57,947,255,260
"Shampoos",59,215,63,1430,182,235,243,57,961,257,263
"Shampoos",62,215,63,1515,169,203,211,60,1082,226,231
"Shampoos",64,188,39,949,94,182,186,32,618,205,206
"Shampoos",67,215,64,1420,175,228,231,61,946,246,250
"Shampoos",68,215,64,1329,187,218,226,56,854,237,244
"Shampoos",70,215,70,2210,216,269,278,62,1610,293,301
"Shampoos",71,215,68,2543,241,351,367,63,1722,429,451
"Shampoos",72,215,64,1246,182,201,207,56,834,229,232
"Shampoos",73,215,65,1589,195,240,250,58,1079,267,271
"Shampoos",74,215,62,1851,182,266,276,54,1307,288,298
"Shampoos",75,215,69,1467,197,230,236,61,996,247,255
"Shampoos",76,215,64,1566,176,235,248,58,1063,258,267
"Shampoos",77,215,63,1872,196,274,287,58,1303,294,310
"Shampoos",78,215,69,1879,199,246,255,63,1328,266,275
"Shampoos",80,215,66,1841,178,265,276,57,1296,285,288
"Shampoos",81,215,67,1724,204,237,246,61,1174,255,268
"Shampoos",83,215,65,1444,185,219,225,59,956,243,245
"Shampoos",84,215,62,1864,195,269,277,59,1304,287,293
"Shampoos",86,215,64,1959,196,270,281,57,1379,289,296
"Shampoos",88,215,70,1374,191,213,223,56,889,239,244
"Shampoos",89,215,63,1434,179,241,249,57,975,267,273
"Shampoos",90,215,64,1434,171,218,228,58,966,245,255
"Shampoos",91,215,63,1444,179,226,228,56,979,248,250
"Shampoos",92,215,55,1225,161,185,196,46,848,222,229
"Shampoos",93,215,65,1425,199,226,239,58,967,253,258
"Shampoos",94,215,66,1401,186,212,219,58,942,240,245
"Shampoos",95,215,63,1367,196,51,235,51,891,125,253
"Shampoos",97,157,24,918,52,308,308,24,659,310,310
"Shampoos",98,215,67,2696,228,366,373,62,1802,427,447
"Shampoos",100,215,68,2744,240,364,374,64,1841,436,449
"Shampoos",101,215,68,2622,228,368,383,64,1721,441,459
"Shampoos",102,215,67,2723,212,362,368,62,1834,432,445
"Shampoos",103,215,71,2657,240,361,372,66,1797,431,450
"Shampoos",104,215,64,1856,204,261,276,57,1291,289,301
"Shampoos",105,215,72,2611,234,336,353,67,1770,416,436
"Shampoos",106,215,65,1447,194,229,237,59,980,258,265
"Shampoos",107,215,64,2102,216,271,276,60,1474,297,307
"Shampoos",109,215,62,1790,186,257,265,60,1236,278,287
"Shampoos",110,215,64,1489,163,239,252,56,992,262,271
"Shampoos",111,215,52,408,91,44,45,50,330,48,49
"Shampoos",112,215,65,2606,218,362,375,63,1725,437,457
"Shampoos",113,215,63,1532,190,233,246,55,1033,259,275
"Shampoos",114,215,72,2623,240,336,346,67,1789,406,425
"Shampoos",115,215,64,2594,226,376,383,61,1725,439,454
"Shampoos",116,215,66,1381,194,219,229,59,902,242,245
"Shampoos",117,215,52,1200,151,209,216,45,776,233,240
"Shampoos",118,188,38,925,92,205,206,36,619,238,238
"Shampoos",119,215,66,1299,183,208,218,61,850,234,241
"Shampoos",121,215,66,2630,231,364,376,62,1744,438,452
"Shampoos",122,215,65,2717,218,383,390,62,1805,446,458
"Shampoos",123,215,71,1969,213,278,288,63,1333,310,318
"Shampoos",124,215,63,1526,195,234,243,59,1084,260,267
"Shampoos",126,215,68,2628,218,373,381,65,1738,444,457
"Shampoos",128,215,68,2666,226,364,375,64,1800,447,464
"Shampoos",129,215,70,2615,256,370,380,63,1734,434,452
"Shampoos",130,215,59,776,181,36,42,58,612,42,47
"Shampoos",131,215,68,2584,227,355,369,65,1718,425,445
"Shampoos",132,215,71,2701,240,359,371,64,1818,426,446
"Shampoos",133,215,70,2319,208,357,368,61,1671,435,449
"Shampoos",134,215,68,2562,223,366,374,64,1714,441,463
"Shampoos",135,48,19,1295,26,601,602,19,1169,582,583
"Shampoos",136,215,69,2508,238,366,383,65,1695,437,458
"Shampoos",137,215,64,1519,192,248,253,58,1001,264,269
"Shampoos",139,215,64,2295,192,367,377,57,1673,434,450
"Shampoos",140,38,15,1044,22,269,269,15,971,269,269
"Shampoos",141,34,14,1089,19,768,768,14,1011,724,724
"Shampoos",142,38,15,1077,22,264,264,15,1003,261,261
"Shampoos",143,44,17,1282,22,613,889,17,1156,578,842
"Shampoos",144,44,18,946,22,503,654,18,849,487,628
"Shampoos",146,31,12,1032,17,421,421,12,963,416,416
"SnackCrackers",2,377,75,323,138,53,55,74,299,55,58
"SnackCrackers",5,380,72,321,134,56,57,71,298,58,59
"SnackCrackers",8,380,77,349,146,51,53,76,324,53,56
"SnackCrackers",9,377,72,358,144,53,55,72,334,55,58
"SnackCrackers",12,379,77,337,137,58,59,77,313,59,61
"SnackCrackers",14,379,78,367,149,53,53,73,341,55,56
"SnackCrackers",18,376,73,337,143,52,54,73,314,54,57
"SnackCrackers",21,381,76,375,152,57,58,74,348,58,60
"SnackCrackers",28,380,80,349,142,57,57,79,323,58,59
"SnackCrackers",32,374,70,338,132,52,53,69,316,55,56
"SnackCrackers",33,380,84,323,148,52,53,83,300,54,55
"SnackCrackers",40,371,77,355,143,51,53,76,330,53,56
"SnackCrackers",44,376,77,369,151,55,57,76,342,57,59
"SnackCrackers",45,355,54,277,99,62,62,51,259,63,63
"SnackCrackers",47,375,73,342,141,53,55,72,317,55,57
"SnackCrackers",48,380,69,318,123,55,55,69,296,56,57
"SnackCrackers",49,351,57,286,109,61,61,57,269,62,63
"SnackCrackers",50,257,37,229,69,77,77,37,214,83,84
"SnackCrackers",51,369,78,349,142,52,52,77,326,54,55
"SnackCrackers",52,378,78,374,144,58,58,76,350,60,60
"SnackCrackers",53,382,73,326,135,55,57,73,302,56,59
"SnackCrackers",54,381,72,364,135,56,56,70,335,57,58
"SnackCrackers",56,381,74,340,137,52,54,73,314,54,56
"SnackCrackers",59,379,77,365,143,55,56,74,339,57,59
"SnackCrackers",62,383,72,352,138,59,59,70,329,61,61
"SnackCrackers",64,341,52,277,108,61,61,50,263,62,63
"SnackCrackers",67,365,69,341,144,52,54,69,318,54,57
"SnackCrackers",68,378,77,336,147,55,57,74,312,58,61
"SnackCrackers",70,377,74,354,144,53,53,73,329,55,55
"SnackCrackers",71,379,70,356,156,54,54,66,328,56,56
"SnackCrackers",72,382,78,351,139,53,55,77,326,55,58
"SnackCrackers",73,381,76,347,141,57,57,74,322,59,59
"SnackCrackers",74,380,75,350,145,53,55,73,327,55,58
"SnackCrackers",75,378,79,344,151,55,57,78,317,56,59
"SnackCrackers",76,383,79,341,143,55,58,78,319,57,60
"SnackCrackers",77,383,70,337,122,57,57,69,311,58,59
"SnackCrackers",78,382,75,349,147,51,53,75,325,53,56
"SnackCrackers",80,382,73,343,139,54,56,72,319,57,59
"SnackCrackers",81,378,75,360,143,55,55,74,334,58,58
"SnackCrackers",83,383,75,346,143,52,54,74,321,54,57
"SnackCrackers",84,382,77,330,143,54,54,76,307,56,57
"SnackCrackers",86,380,75,345,147,53,55,75,321,56,58
"SnackCrackers",88,379,73,340,136,53,53,71,318,55,55
"SnackCrackers",89,376,73,343,137,58,59,71,317,59,61
"SnackCrackers",90,380,78,338,144,54,56,76,315,56,59
"SnackCrackers",91,381,76,323,133,57,58,73,301,58,59
"SnackCrackers",92,378,72,314,135,53,55,69,293,54,57
"SnackCrackers",93,368,73,355,142,54,55,73,330,57,59
"SnackCrackers",94,374,75,346,145,54,54,72,320,57,57
"SnackCrackers",95,377,74,335,150,0,56,74,309,1,59
"SnackCrackers",97,305,42,245,86,69,69,41,230,73,73
"SnackCrackers",98,377,74,373,142,59,59,73,347,60,61
"SnackCrackers",100,374,72,349,145,55,57,70,327,56,58
"SnackCrackers",101,383,74,369,140,57,57,72,344,60,60
"SnackCrackers",102,375,75,370,150,55,55,73,345,57,58
"SnackCrackers",103,380,71,351,137,55,55,69,325,57,58
"SnackCrackers",104,373,76,359,145,57,57,74,332,59,60
"SnackCrackers",105,379,83,363,158,53,55,82,340,55,58
"SnackCrackers",106,376,76,368,144,56,56,75,343,58,58
"SnackCrackers",107,376,72,361,142,55,56,71,338,56,58
"SnackCrackers",109,378,73,377,142,60,60,73,351,62,62
"SnackCrackers",110,376,81,357,143,57,58,79,332,58,60
"SnackCrackers",111,383,76,327,142,53,54,74,303,55,56
"SnackCrackers",112,380,77,376,145,58,58,76,350,60,60
"SnackCrackers",113,379,78,361,144,55,57,76,334,57,60
"SnackCrackers",114,379,79,368,152,54,56,75,339,56,59
"SnackCrackers",115,379,79,374,154,55,55,79,349,57,58
"SnackCrackers",116,377,73,357,144,52,53,73,335,54,56
"SnackCrackers",117,376,68,324,135,57,57,67,304,58,58
"SnackCrackers",118,351,52,282,107,62,62,52,266,63,63
"SnackCrackers",119,378,81,351,150,55,55,78,326,58,58
"SnackCrackers",121,380,78,379,156,55,57,75,353,57,59
"SnackCrackers",122,380,77,385,157,58,58,75,353,59,60
"SnackCrackers",123,375,75,341,142,53,55,75,318,55,58
"SnackCrackers",124,370,78,354,151,52,53,78,329,54,56
"SnackCrackers",126,376,73,374,143,54,55,72,348,56,58
"SnackCrackers",128,377,77,360,143,58,60,73,333,60,62
"SnackCrackers",129,357,77,370,147,58,58,77,342,59,60
"SnackCrackers",130,342,77,334,145,55,56,75,311,57,60
"SnackCrackers",131,375,75,368,144,56,56,75,345,57,58
"SnackCrackers",132,381,73,356,143,57,59,71,331,58,60
"SnackCrackers",133,311,65,317,107,60,60,64,302,62,62
"SnackCrackers",134,318,79,351,134,59,59,78,328,61,62
"SnackCrackers",135,46,13,160,14,120,120,13,160,120,120
"SnackCrackers",136,311,69,329,115,59,59,66,313,62,62
"SnackCrackers",137,324,73,353,135,58,58,72,326,60,61
"SnackCrackers",139,230,61,298,95,73,74,61,287,75,76
"SnackCrackers",140,36,9,147,10,108,108,9,147,108,108
"SnackCrackers",141,32,9,149,10,128,129,9,149,128,129
"SnackCrackers",142,36,9,151,10,115,115,9,151,115,115
"SnackCrackers",143,42,8,149,9,116,116,8,149,116,116
"SnackCrackers",144,42,8,150,9,116,116,8,150,116,116
"SnackCrackers",146,28,6,142,6,131,131,6,142,131,131
"Soaps",2,275,58,288,94,47,47,47,214,52,55
"Soaps",5,275,46,248,93,45,47,41,182,48,51
"Soaps",8,275,52,293,92,46,47,46,216,51,55
"Soaps",9,275,58,290,95,48,48,49,213,54,57
"Soaps",12,275,56,295,96,48,49,45,220,51,55
"Soaps",14,275,58,290,98,48,49,49,215,52,55
"Soaps",18,275,57,293,95,46,48,46,217,51,55
"Soaps",21,275,59,300,102,47,48,51,223,52,54
"Soaps",28,275,57,293,92,46,48,51,216,53,56
"Soaps",32,275,54,293,94,46,46,46,215,52,54
"Soaps",33,275,58,229,98,37,38,52,171,39,40
"Soaps",40,275,54,289,102,43,45,45,215,49,52
"Soaps",44,275,56,288,95,46,48,47,213,51,57
"Soaps",45,247,28,180,42,49,49,18,133,54,54
"Soaps",47,275,59,288,103,43,43,52,215,48,50
"Soaps",48,275,51,231,85,45,46,40,169,49,53
"Soaps",49,247,30,187,48,51,53,26,140,58,60
"Soaps",50,155,19,153,25,48,56,15,111,50,59
"Soaps",51,275,57,283,97,45,45,49,211,49,53
"Soaps",52,275,59,306,99,49,50,47,226,53,58
"Soaps",53,275,54,285,94,46,48,45,210,53,55
"Soaps",54,275,57,294,96,46,47,54,217,50,55
"Soaps",56,275,56,289,96,45,46,46,218,49,54
"Soaps",59,275,59,301,108,46,48,53,224,50,54
"Soaps",62,275,58,300,100,49,50,48,223,55,56
"Soaps",64,247,32,179,49,45,45,27,134,51,51
"Soaps",67,275,57,287,103,44,44,47,214,48,50
"Soaps",68,275,61,294,106,44,44,53,218,49,53
"Soaps",70,275,53,305,94,51,52,45,227,53,59
"Soaps",71,275,54,307,100,49,50,47,227,54,57
"Soaps",72,275,60,282,104,45,47,54,210,50,56
"Soaps",73,275,58,286,100,44,46,48,217,50,53
"Soaps",74,275,56,304,100,50,51,45,226,55,59
"Soaps",75,275,55,289,87,49,49,44,214,53,58
"Soaps",76,275,59,295,104,43,45,54,222,47,52
"Soaps",77,275,53,305,88,49,50,42,225,53,57
"Soaps",78,275,60,294,98,49,49,48,217,52,55
"Soaps",80,275,56,291,96,48,49,47,216,53,55
"Soaps",81,275,59,300,102,49,50,49,224,52,54
"Soaps",83,275,58,284,93,46,46,42,209,51,52
"Soaps",84,275,59,288,102,46,48,49,211,50,53
"Soaps",86,275,57,303,89,47,48,51,223,53,58
"Soaps",88,275,56,293,91,46,47,45,218,48,52
"Soaps",89,275,57,287,102,44,44,49,215,50,54
"Soaps",90,275,60,293,98,49,49,51,222,55,58
"Soaps",91,275,57,286,94,45,46,48,213,50,51
"Soaps",92,275,54,266,100,46,47,46,194,50,53
"Soaps",93,275,55,295,88,45,46,47,219,52,54
"Soaps",94,275,59,290,94,45,45,50,214,49,53
"Soaps",95,275,58,290,110,0,46,48,214,15,54
"Soaps",97,201,18,158,28,54,54,13,114,59,59
"Soaps",98,275,60,311,88,51,51,47,231,55,60
"Soaps",100,275,57,309,95,51,51,46,229,54,59
"Soaps",101,275,59,307,88,50,52,47,228,57,61
"Soaps",102,275,55,309,86,51,53,49,229,55,61
"Soaps",103,275,57,303,98,49,50,50,226,53,58
"Soaps",104,275,60,304,106,50,52,48,226,54,58
"Soaps",105,275,59,307,100,50,51,49,229,53,57
"Soaps",106,275,56,296,98,48,48,49,219,51,56
"Soaps",107,275,55,308,91,47,48,44,227,51,58
"Soaps",109,275,59,304,95,49,49,49,226,56,57
"Soaps",110,275,63,296,101,46,47,49,221,51,54
"Soaps",111,275,56,299,99,48,48,49,225,52,57
"Soaps",112,275,59,310,97,47,49,49,231,51,55
"Soaps",113,275,55,296,94,48,49,46,220,53,58
"Soaps",114,275,58,303,98,50,52,48,224,53,57
"Soaps",115,275,60,309,97,51,53,50,228,56,62
"Soaps",116,275,56,293,97,45,48,43,217,49,55
"Soaps",117,275,47,234,76,47,47,38,171,52,54
"Soaps",118,247,29,188,49,49,51,26,140,56,59
"Soaps",119,275,55,287,95,45,45,42,213,51,54
"Soaps",121,275,58,311,90,52,54,47,231,57,62
"Soaps",122,275,57,311,97,49,51,50,230,55,60
"Soaps",123,275,57,296,90,45,48,47,217,49,55
"Soaps",124,275,57,297,92,46,47,51,217,49,54
"Soaps",126,275,57,315,101,51,52,49,231,55,59
"Soaps",128,275,56,308,102,48,48,48,229,53,57
"Soaps",129,275,56,317,87,51,52,50,234,57,61
"Soaps",130,275,54,304,102,50,51,48,224,53,57
"Soaps",131,275,56,309,84,51,53,49,229,56,63
"Soaps",132,275,60,317,99,50,51,46,234,55,58
"Soaps",133,275,52,287,78,51,52,41,220,57,62
"Soaps",134,275,58,301,96,49,50,49,224,53,58
"Soaps",135,46,14,190,15,113,113,14,169,110,110
"Soaps",136,275,57,304,104,49,49,51,227,55,59
"Soaps",137,275,56,301,96,47,49,48,220,52,57
"Soaps",139,275,56,275,81,51,53,48,221,56,63
"Soaps",140,36,10,147,11,78,78,8,137,76,76
"Soaps",141,32,9,148,10,110,110,8,139,108,108
"Soaps",142,36,12,147,13,81,81,12,138,80,80
"Soaps",143,42,11,179,12,110,110,11,161,102,102
"Soaps",144,42,10,162,11,106,106,10,148,101,101
"Soaps",146,28,9,139,9,107,107,9,129,105,105
"SoftDrinks",2,383,102,1121,251,174,181,97,907,201,206
"SoftDrinks",5,386,85,1163,242,182,186,81,972,210,215
"SoftDrinks",8,386,103,1303,251,179,186,96,1054,210,217
"SoftDrinks",9,383,106,1320,256,174,185,98,1082,204,216
"SoftDrinks",12,385,106,1288,256,175,181,100,1048,204,212
"SoftDrinks",14,386,98,1208,248,146,182,95,979,174,207
"SoftDrinks",18,383,100,1241,267,147,185,91,1003,181,216
"SoftDrinks",21,387,99,1299,250,174,184,94,1055,196,210
"SoftDrinks",28,386,98,1181,243,174,183,92,951,206,210
"SoftDrinks",32,380,103,1300,259,179,186,97,1040,206,214
"SoftDrinks",33,386,104,1105,260,171,175,99,906,193,197
"SoftDrinks",40,377,103,1230,270,167,178,97,1002,196,208
"SoftDrinks",44,382,101,1268,257,178,182,98,1025,205,211
"SoftDrinks",45,362,61,938,149,184,190,58,783,214,221
"SoftDrinks",47,381,107,1257,268,175,182,101,1017,205,215
"SoftDrinks",48,386,87,1014,236,167,178,85,840,195,204
"SoftDrinks",49,358,63,832,156,185,187,61,693,211,215
"SoftDrinks",50,262,43,707,101,136,213,41,603,160,220
"SoftDrinks",51,375,104,1261,295,163,173,100,1022,193,207
"SoftDrinks",52,384,98,1356,269,180,184,95,1102,205,212
"SoftDrinks",53,388,108,1111,265,169,182,100,896,197,212
"SoftDrinks",54,387,108,1272,262,176,184,96,1031,204,215
"SoftDrinks",56,387,100,1282,273,173,176,93,1039,194,203
"SoftDrinks",59,385,103,1337,275,170,179,96,1085,204,209
"SoftDrinks",62,389,100,1287,263,170,177,92,1047,194,202
